,activity_id,assay_chembl_id,assay_description,assay_type,molecule_chembl_id,relation,standard_units,standard_value,target_chembl_id,target_organism,type,units,value
1284,15209278,CHEMBL3420116,Inhibition of hexahistidine-tagged full length human recombinant ARTD1 expressed in Escherichia coli BL21(DE3) assessed as Inhibition of ADP-ribosyltransferase activity incubated for 15 mins using biotin-NAD+ by chemiluminescence detection based assay,B,CHEMBL3414764,=,nM,2400.0,CHEMBL3105,Homo sapiens,IC50,uM,2.4
1285,15209279,CHEMBL3420116,Inhibition of hexahistidine-tagged full length human recombinant ARTD1 expressed in Escherichia coli BL21(DE3) assessed as Inhibition of ADP-ribosyltransferase activity incubated for 15 mins using biotin-NAD+ by chemiluminescence detection based assay,B,CHEMBL3414765,=,nM,7300.0,CHEMBL3105,Homo sapiens,IC50,uM,7.3
1286,15209280,CHEMBL3420116,Inhibition of hexahistidine-tagged full length human recombinant ARTD1 expressed in Escherichia coli BL21(DE3) assessed as Inhibition of ADP-ribosyltransferase activity incubated for 15 mins using biotin-NAD+ by chemiluminescence detection based assay,B,CHEMBL3414766,=,nM,9400.0,CHEMBL3105,Homo sapiens,IC50,uM,9.4
1287,15209281,CHEMBL3420116,Inhibition of hexahistidine-tagged full length human recombinant ARTD1 expressed in Escherichia coli BL21(DE3) assessed as Inhibition of ADP-ribosyltransferase activity incubated for 15 mins using biotin-NAD+ by chemiluminescence detection based assay,B,CHEMBL3414767,=,nM,5600.0,CHEMBL3105,Homo sapiens,IC50,uM,5.6
1288,15209282,CHEMBL3420116,Inhibition of hexahistidine-tagged full length human recombinant ARTD1 expressed in Escherichia coli BL21(DE3) assessed as Inhibition of ADP-ribosyltransferase activity incubated for 15 mins using biotin-NAD+ by chemiluminescence detection based assay,B,CHEMBL3414768,=,nM,200.0,CHEMBL3105,Homo sapiens,IC50,uM,0.2
1289,15209283,CHEMBL3420116,Inhibition of hexahistidine-tagged full length human recombinant ARTD1 expressed in Escherichia coli BL21(DE3) assessed as Inhibition of ADP-ribosyltransferase activity incubated for 15 mins using biotin-NAD+ by chemiluminescence detection based assay,B,CHEMBL3414769,=,nM,10500.0,CHEMBL3105,Homo sapiens,IC50,uM,10.5
1290,15209284,CHEMBL3420116,Inhibition of hexahistidine-tagged full length human recombinant ARTD1 expressed in Escherichia coli BL21(DE3) assessed as Inhibition of ADP-ribosyltransferase activity incubated for 15 mins using biotin-NAD+ by chemiluminescence detection based assay,B,CHEMBL3414770,=,nM,3700.0,CHEMBL3105,Homo sapiens,IC50,uM,3.7
1291,15209285,CHEMBL3420116,Inhibition of hexahistidine-tagged full length human recombinant ARTD1 expressed in Escherichia coli BL21(DE3) assessed as Inhibition of ADP-ribosyltransferase activity incubated for 15 mins using biotin-NAD+ by chemiluminescence detection based assay,B,CHEMBL3414771,=,nM,9700.0,CHEMBL3105,Homo sapiens,IC50,uM,9.7
1292,15209286,CHEMBL3420116,Inhibition of hexahistidine-tagged full length human recombinant ARTD1 expressed in Escherichia coli BL21(DE3) assessed as Inhibition of ADP-ribosyltransferase activity incubated for 15 mins using biotin-NAD+ by chemiluminescence detection based assay,B,CHEMBL3414772,=,nM,400.0,CHEMBL3105,Homo sapiens,IC50,uM,0.4
1293,15209287,CHEMBL3420116,Inhibition of hexahistidine-tagged full length human recombinant ARTD1 expressed in Escherichia coli BL21(DE3) assessed as Inhibition of ADP-ribosyltransferase activity incubated for 15 mins using biotin-NAD+ by chemiluminescence detection based assay,B,CHEMBL3414773,=,nM,600.0,CHEMBL3105,Homo sapiens,IC50,uM,0.6
1294,15209288,CHEMBL3420116,Inhibition of hexahistidine-tagged full length human recombinant ARTD1 expressed in Escherichia coli BL21(DE3) assessed as Inhibition of ADP-ribosyltransferase activity incubated for 15 mins using biotin-NAD+ by chemiluminescence detection based assay,B,CHEMBL3414774,=,nM,800.0,CHEMBL3105,Homo sapiens,IC50,uM,0.8
1295,15209289,CHEMBL3420116,Inhibition of hexahistidine-tagged full length human recombinant ARTD1 expressed in Escherichia coli BL21(DE3) assessed as Inhibition of ADP-ribosyltransferase activity incubated for 15 mins using biotin-NAD+ by chemiluminescence detection based assay,B,CHEMBL3414775,=,nM,4400.0,CHEMBL3105,Homo sapiens,IC50,uM,4.4
1296,15209290,CHEMBL3420116,Inhibition of hexahistidine-tagged full length human recombinant ARTD1 expressed in Escherichia coli BL21(DE3) assessed as Inhibition of ADP-ribosyltransferase activity incubated for 15 mins using biotin-NAD+ by chemiluminescence detection based assay,B,CHEMBL3414776,=,nM,1100.0,CHEMBL3105,Homo sapiens,IC50,uM,1.1
1297,15209291,CHEMBL3420116,Inhibition of hexahistidine-tagged full length human recombinant ARTD1 expressed in Escherichia coli BL21(DE3) assessed as Inhibition of ADP-ribosyltransferase activity incubated for 15 mins using biotin-NAD+ by chemiluminescence detection based assay,B,CHEMBL3414777,=,nM,1100.0,CHEMBL3105,Homo sapiens,IC50,uM,1.1
1298,15209292,CHEMBL3420116,Inhibition of hexahistidine-tagged full length human recombinant ARTD1 expressed in Escherichia coli BL21(DE3) assessed as Inhibition of ADP-ribosyltransferase activity incubated for 15 mins using biotin-NAD+ by chemiluminescence detection based assay,B,CHEMBL3414778,=,nM,700.0,CHEMBL3105,Homo sapiens,IC50,uM,0.7
1299,15235772,CHEMBL3424649,Inhibition of PARP1 (unknown origin),B,CHEMBL81977,=,nM,30000.0,CHEMBL3105,Homo sapiens,IC50,uM,30.0
1300,15235773,CHEMBL3424649,Inhibition of PARP1 (unknown origin),B,CHEMBL1140,=,nM,210000.0,CHEMBL3105,Homo sapiens,IC50,uM,210.0
1301,15235774,CHEMBL3424649,Inhibition of PARP1 (unknown origin),B,CHEMBL3422684,=,nM,244.0,CHEMBL3105,Homo sapiens,IC50,uM,0.244
1302,15235775,CHEMBL3424649,Inhibition of PARP1 (unknown origin),B,CHEMBL3422683,=,nM,91.4,CHEMBL3105,Homo sapiens,IC50,uM,0.0914
1303,15235776,CHEMBL3424649,Inhibition of PARP1 (unknown origin),B,CHEMBL3421821,=,nM,152.0,CHEMBL3105,Homo sapiens,IC50,uM,0.152
1304,15235777,CHEMBL3424649,Inhibition of PARP1 (unknown origin),B,CHEMBL3421820,=,nM,148.0,CHEMBL3105,Homo sapiens,IC50,uM,0.148
1305,15251056,CHEMBL3428885,Inhibition of PARP1 (unknown origin),B,CHEMBL3137320,=,nM,0.6,CHEMBL3105,Homo sapiens,IC50,nM,0.6
1306,15251057,CHEMBL3428885,Inhibition of PARP1 (unknown origin),B,CHEMBL521686,=,nM,5.0,CHEMBL3105,Homo sapiens,IC50,nM,5.0
1307,15251058,CHEMBL3428885,Inhibition of PARP1 (unknown origin),B,CHEMBL1094636,=,nM,2.0,CHEMBL3105,Homo sapiens,IC50,nM,2.0
1308,15251060,CHEMBL3428885,Inhibition of PARP1 (unknown origin),B,CHEMBL3427055,=,nM,3.8,CHEMBL3105,Homo sapiens,IC50,nM,3.8
1309,15251061,CHEMBL3428885,Inhibition of PARP1 (unknown origin),B,CHEMBL1097260,=,nM,2.4,CHEMBL3105,Homo sapiens,IC50,nM,2.4
1310,15251062,CHEMBL3428885,Inhibition of PARP1 (unknown origin),B,CHEMBL1098298,=,nM,3.2,CHEMBL3105,Homo sapiens,IC50,nM,3.2
1311,15251063,CHEMBL3428885,Inhibition of PARP1 (unknown origin),B,CHEMBL1098299,=,nM,9.0,CHEMBL3105,Homo sapiens,IC50,nM,9.0
1312,15251064,CHEMBL3428885,Inhibition of PARP1 (unknown origin),B,CHEMBL1098297,=,nM,3.1,CHEMBL3105,Homo sapiens,IC50,nM,3.1
1313,15251065,CHEMBL3428885,Inhibition of PARP1 (unknown origin),B,CHEMBL1098296,=,nM,1.4,CHEMBL3105,Homo sapiens,IC50,nM,1.4
1314,15251066,CHEMBL3428885,Inhibition of PARP1 (unknown origin),B,CHEMBL1094961,=,nM,16.0,CHEMBL3105,Homo sapiens,IC50,nM,16.0
1315,15251067,CHEMBL3428885,Inhibition of PARP1 (unknown origin),B,CHEMBL609862,=,nM,3.8,CHEMBL3105,Homo sapiens,IC50,nM,3.8
1316,15251068,CHEMBL3428885,Inhibition of PARP1 (unknown origin),B,CHEMBL1096641,=,nM,3.7,CHEMBL3105,Homo sapiens,IC50,nM,3.7
1317,15251069,CHEMBL3428885,Inhibition of PARP1 (unknown origin),B,CHEMBL1094313,=,nM,270.0,CHEMBL3105,Homo sapiens,IC50,nM,270.0
1318,15251070,CHEMBL3428885,Inhibition of PARP1 (unknown origin),B,CHEMBL1169488,=,nM,55.0,CHEMBL3105,Homo sapiens,IC50,nM,55.0
1319,15251071,CHEMBL3428885,Inhibition of PARP1 (unknown origin),B,CHEMBL1096560,=,nM,71.0,CHEMBL3105,Homo sapiens,IC50,nM,71.0
1320,15251072,CHEMBL3428885,Inhibition of PARP1 (unknown origin),B,CHEMBL594298,=,nM,24.0,CHEMBL3105,Homo sapiens,IC50,nM,24.0
1321,15607933,CHEMBL3579452,Inhibition of full length PARP1 (unknown origin) expressed in Escherichia coli BL21 (DE3) assessed as reduction in ADP-ribosyl transferase activity using NAD+ by chemiluminescence detection based assay,B,CHEMBL3577702,=,nM,200.0,CHEMBL3105,Homo sapiens,IC50,uM,0.2
1322,15607934,CHEMBL3579452,Inhibition of full length PARP1 (unknown origin) expressed in Escherichia coli BL21 (DE3) assessed as reduction in ADP-ribosyl transferase activity using NAD+ by chemiluminescence detection based assay,B,CHEMBL3577701,=,nM,41.0,CHEMBL3105,Homo sapiens,IC50,uM,0.041
1323,15607935,CHEMBL3579452,Inhibition of full length PARP1 (unknown origin) expressed in Escherichia coli BL21 (DE3) assessed as reduction in ADP-ribosyl transferase activity using NAD+ by chemiluminescence detection based assay,B,CHEMBL3577700,=,nM,28.0,CHEMBL3105,Homo sapiens,IC50,uM,0.028
1324,15607938,CHEMBL3579452,Inhibition of full length PARP1 (unknown origin) expressed in Escherichia coli BL21 (DE3) assessed as reduction in ADP-ribosyl transferase activity using NAD+ by chemiluminescence detection based assay,B,CHEMBL3577626,=,nM,110.0,CHEMBL3105,Homo sapiens,IC50,uM,0.11
1325,15607939,CHEMBL3579452,Inhibition of full length PARP1 (unknown origin) expressed in Escherichia coli BL21 (DE3) assessed as reduction in ADP-ribosyl transferase activity using NAD+ by chemiluminescence detection based assay,B,CHEMBL3577625,=,nM,220.0,CHEMBL3105,Homo sapiens,IC50,uM,0.22
1326,15607940,CHEMBL3579452,Inhibition of full length PARP1 (unknown origin) expressed in Escherichia coli BL21 (DE3) assessed as reduction in ADP-ribosyl transferase activity using NAD+ by chemiluminescence detection based assay,B,CHEMBL3577624,=,nM,260.0,CHEMBL3105,Homo sapiens,IC50,uM,0.26
1327,15645576,CHEMBL3591900,Inhibition of human PARP1,B,CHEMBL3589258,=,nM,43000.0,CHEMBL3105,Homo sapiens,IC50,10'3nM,43.0
1328,15645577,CHEMBL3591900,Inhibition of human PARP1,B,CHEMBL3589281,=,nM,949.0,CHEMBL3105,Homo sapiens,IC50,nM,949.0
1329,15645578,CHEMBL3591900,Inhibition of human PARP1,B,CHEMBL3589282,=,nM,3400.0,CHEMBL3105,Homo sapiens,IC50,10'3nM,3.4
1330,15645579,CHEMBL3591900,Inhibition of human PARP1,B,CHEMBL3589283,=,nM,4800.0,CHEMBL3105,Homo sapiens,IC50,10'3nM,4.8
1331,15645580,CHEMBL3591900,Inhibition of human PARP1,B,CHEMBL3589284,=,nM,2000.0,CHEMBL3105,Homo sapiens,IC50,10'3nM,2.0
1332,15645581,CHEMBL3591900,Inhibition of human PARP1,B,CHEMBL3589285,=,nM,2000.0,CHEMBL3105,Homo sapiens,IC50,10'3nM,2.0
1333,15649850,CHEMBL3595281,Inhibition of full-length human ARTD1 using 500 nM NAD substrate after 1 hr incubation,B,CHEMBL3593716,=,nM,3600.0,CHEMBL3105,Homo sapiens,IC50,uM,3.6
1334,15649851,CHEMBL3595281,Inhibition of full-length human ARTD1 using 500 nM NAD substrate after 1 hr incubation,B,CHEMBL3593715,=,nM,5900.0,CHEMBL3105,Homo sapiens,IC50,uM,5.9
1335,15650831,CHEMBL3594611,Inhibition of PARP-1 (unknown origin) assessed as incorporation of biotinylated poly (ADP-ribose) onto histone protein after 60 mins by TACS-Sapphire substarte-based colorimetric analysis,B,CHEMBL3593804,=,nM,10630.0,CHEMBL3105,Homo sapiens,IC50,uM,10.63
1336,15650832,CHEMBL3594611,Inhibition of PARP-1 (unknown origin) assessed as incorporation of biotinylated poly (ADP-ribose) onto histone protein after 60 mins by TACS-Sapphire substarte-based colorimetric analysis,B,CHEMBL3593806,=,nM,44000.0,CHEMBL3105,Homo sapiens,IC50,uM,44.0
1337,15650833,CHEMBL3594611,Inhibition of PARP-1 (unknown origin) assessed as incorporation of biotinylated poly (ADP-ribose) onto histone protein after 60 mins by TACS-Sapphire substarte-based colorimetric analysis,B,CHEMBL578185,=,nM,710.0,CHEMBL3105,Homo sapiens,IC50,uM,0.71
1338,15650834,CHEMBL3594611,Inhibition of PARP-1 (unknown origin) assessed as incorporation of biotinylated poly (ADP-ribose) onto histone protein after 60 mins by TACS-Sapphire substarte-based colorimetric analysis,B,CHEMBL3593812,=,nM,32.0,CHEMBL3105,Homo sapiens,IC50,uM,0.032
1339,15650835,CHEMBL3594611,Inhibition of PARP-1 (unknown origin) assessed as incorporation of biotinylated poly (ADP-ribose) onto histone protein after 60 mins by TACS-Sapphire substarte-based colorimetric analysis,B,CHEMBL571285,=,nM,22.0,CHEMBL3105,Homo sapiens,IC50,uM,0.022
1340,15650836,CHEMBL3594611,Inhibition of PARP-1 (unknown origin) assessed as incorporation of biotinylated poly (ADP-ribose) onto histone protein after 60 mins by TACS-Sapphire substarte-based colorimetric analysis,B,CHEMBL3593813,=,nM,29.0,CHEMBL3105,Homo sapiens,IC50,uM,0.029
1341,15650837,CHEMBL3594611,Inhibition of PARP-1 (unknown origin) assessed as incorporation of biotinylated poly (ADP-ribose) onto histone protein after 60 mins by TACS-Sapphire substarte-based colorimetric analysis,B,CHEMBL3593982,=,nM,12.0,CHEMBL3105,Homo sapiens,IC50,uM,0.012
1342,15650838,CHEMBL3594611,Inhibition of PARP-1 (unknown origin) assessed as incorporation of biotinylated poly (ADP-ribose) onto histone protein after 60 mins by TACS-Sapphire substarte-based colorimetric analysis,B,CHEMBL3593983,=,nM,17000.0,CHEMBL3105,Homo sapiens,IC50,uM,17.0
1343,15650839,CHEMBL3594611,Inhibition of PARP-1 (unknown origin) assessed as incorporation of biotinylated poly (ADP-ribose) onto histone protein after 60 mins by TACS-Sapphire substarte-based colorimetric analysis,B,CHEMBL576423,=,nM,83.0,CHEMBL3105,Homo sapiens,IC50,uM,0.083
1344,15650840,CHEMBL3594611,Inhibition of PARP-1 (unknown origin) assessed as incorporation of biotinylated poly (ADP-ribose) onto histone protein after 60 mins by TACS-Sapphire substarte-based colorimetric analysis,B,CHEMBL3593984,=,nM,140.0,CHEMBL3105,Homo sapiens,IC50,uM,0.14
1345,15650841,CHEMBL3594611,Inhibition of PARP-1 (unknown origin) assessed as incorporation of biotinylated poly (ADP-ribose) onto histone protein after 60 mins by TACS-Sapphire substarte-based colorimetric analysis,B,CHEMBL3593985,=,nM,460.0,CHEMBL3105,Homo sapiens,IC50,uM,0.46
1346,15650842,CHEMBL3594611,Inhibition of PARP-1 (unknown origin) assessed as incorporation of biotinylated poly (ADP-ribose) onto histone protein after 60 mins by TACS-Sapphire substarte-based colorimetric analysis,B,CHEMBL3593986,=,nM,16000.0,CHEMBL3105,Homo sapiens,IC50,uM,16.0
1347,15650843,CHEMBL3594611,Inhibition of PARP-1 (unknown origin) assessed as incorporation of biotinylated poly (ADP-ribose) onto histone protein after 60 mins by TACS-Sapphire substarte-based colorimetric analysis,B,CHEMBL3593987,=,nM,310.0,CHEMBL3105,Homo sapiens,IC50,uM,0.31
1348,15650844,CHEMBL3594611,Inhibition of PARP-1 (unknown origin) assessed as incorporation of biotinylated poly (ADP-ribose) onto histone protein after 60 mins by TACS-Sapphire substarte-based colorimetric analysis,B,CHEMBL3593989,=,nM,49.0,CHEMBL3105,Homo sapiens,IC50,uM,0.049
1349,15650845,CHEMBL3594611,Inhibition of PARP-1 (unknown origin) assessed as incorporation of biotinylated poly (ADP-ribose) onto histone protein after 60 mins by TACS-Sapphire substarte-based colorimetric analysis,B,CHEMBL3593990,=,nM,61.0,CHEMBL3105,Homo sapiens,IC50,uM,0.061
1350,15650846,CHEMBL3594611,Inhibition of PARP-1 (unknown origin) assessed as incorporation of biotinylated poly (ADP-ribose) onto histone protein after 60 mins by TACS-Sapphire substarte-based colorimetric analysis,B,CHEMBL3593991,=,nM,2280.0,CHEMBL3105,Homo sapiens,IC50,uM,2.28
1351,15650847,CHEMBL3594611,Inhibition of PARP-1 (unknown origin) assessed as incorporation of biotinylated poly (ADP-ribose) onto histone protein after 60 mins by TACS-Sapphire substarte-based colorimetric analysis,B,CHEMBL3593992,=,nM,720.0,CHEMBL3105,Homo sapiens,IC50,uM,0.72
1352,15650848,CHEMBL3594611,Inhibition of PARP-1 (unknown origin) assessed as incorporation of biotinylated poly (ADP-ribose) onto histone protein after 60 mins by TACS-Sapphire substarte-based colorimetric analysis,B,CHEMBL3593993,=,nM,84.0,CHEMBL3105,Homo sapiens,IC50,uM,0.084
1353,15650849,CHEMBL3594611,Inhibition of PARP-1 (unknown origin) assessed as incorporation of biotinylated poly (ADP-ribose) onto histone protein after 60 mins by TACS-Sapphire substarte-based colorimetric analysis,B,CHEMBL3593994,=,nM,1720.0,CHEMBL3105,Homo sapiens,IC50,uM,1.72
1354,15650850,CHEMBL3594611,Inhibition of PARP-1 (unknown origin) assessed as incorporation of biotinylated poly (ADP-ribose) onto histone protein after 60 mins by TACS-Sapphire substarte-based colorimetric analysis,B,CHEMBL3593995,=,nM,1280.0,CHEMBL3105,Homo sapiens,IC50,uM,1.28
1355,15650851,CHEMBL3594611,Inhibition of PARP-1 (unknown origin) assessed as incorporation of biotinylated poly (ADP-ribose) onto histone protein after 60 mins by TACS-Sapphire substarte-based colorimetric analysis,B,CHEMBL3593996,=,nM,980.0,CHEMBL3105,Homo sapiens,IC50,uM,0.98
1356,15650852,CHEMBL3594611,Inhibition of PARP-1 (unknown origin) assessed as incorporation of biotinylated poly (ADP-ribose) onto histone protein after 60 mins by TACS-Sapphire substarte-based colorimetric analysis,B,CHEMBL3593997,=,nM,5960.0,CHEMBL3105,Homo sapiens,IC50,uM,5.96
1357,15650853,CHEMBL3594611,Inhibition of PARP-1 (unknown origin) assessed as incorporation of biotinylated poly (ADP-ribose) onto histone protein after 60 mins by TACS-Sapphire substarte-based colorimetric analysis,B,CHEMBL506871,=,nM,5.0,CHEMBL3105,Homo sapiens,IC50,uM,0.005
1358,15685720,CHEMBL3607349,Inhibition of PARP1 in human HeLa cells assessed as reduction of H2O2-induced PAR formation preincubated for 30 mins followed by H2O2 addition measured after 15 mins by immunocytochemical analysis,B,CHEMBL1329044,=,nM,1140.0,CHEMBL3105,Homo sapiens,IC50,uM,1.14
1359,15685721,CHEMBL3607349,Inhibition of PARP1 in human HeLa cells assessed as reduction of H2O2-induced PAR formation preincubated for 30 mins followed by H2O2 addition measured after 15 mins by immunocytochemical analysis,B,CHEMBL3605967,=,nM,5300.0,CHEMBL3105,Homo sapiens,IC50,uM,5.3
1360,15685722,CHEMBL3607349,Inhibition of PARP1 in human HeLa cells assessed as reduction of H2O2-induced PAR formation preincubated for 30 mins followed by H2O2 addition measured after 15 mins by immunocytochemical analysis,B,CHEMBL3605976,=,nM,2150.0,CHEMBL3105,Homo sapiens,IC50,uM,2.15
1361,15685723,CHEMBL3607349,Inhibition of PARP1 in human HeLa cells assessed as reduction of H2O2-induced PAR formation preincubated for 30 mins followed by H2O2 addition measured after 15 mins by immunocytochemical analysis,B,CHEMBL3605978,=,nM,200.0,CHEMBL3105,Homo sapiens,IC50,uM,0.2
1362,15685724,CHEMBL3607349,Inhibition of PARP1 in human HeLa cells assessed as reduction of H2O2-induced PAR formation preincubated for 30 mins followed by H2O2 addition measured after 15 mins by immunocytochemical analysis,B,CHEMBL3605983,=,nM,2250.0,CHEMBL3105,Homo sapiens,IC50,uM,2.25
1363,15685725,CHEMBL3607349,Inhibition of PARP1 in human HeLa cells assessed as reduction of H2O2-induced PAR formation preincubated for 30 mins followed by H2O2 addition measured after 15 mins by immunocytochemical analysis,B,CHEMBL3605985,=,nM,40.0,CHEMBL3105,Homo sapiens,IC50,uM,0.04
1364,15685726,CHEMBL3607349,Inhibition of PARP1 in human HeLa cells assessed as reduction of H2O2-induced PAR formation preincubated for 30 mins followed by H2O2 addition measured after 15 mins by immunocytochemical analysis,B,CHEMBL3605986,=,nM,2000.0,CHEMBL3105,Homo sapiens,IC50,uM,2.0
1365,15685727,CHEMBL3607349,Inhibition of PARP1 in human HeLa cells assessed as reduction of H2O2-induced PAR formation preincubated for 30 mins followed by H2O2 addition measured after 15 mins by immunocytochemical analysis,B,CHEMBL3606014,=,nM,1600.0,CHEMBL3105,Homo sapiens,IC50,uM,1.6
1366,15685728,CHEMBL3607349,Inhibition of PARP1 in human HeLa cells assessed as reduction of H2O2-induced PAR formation preincubated for 30 mins followed by H2O2 addition measured after 15 mins by immunocytochemical analysis,B,CHEMBL3606016,=,nM,100.0,CHEMBL3105,Homo sapiens,IC50,uM,0.1
1367,15685729,CHEMBL3607349,Inhibition of PARP1 in human HeLa cells assessed as reduction of H2O2-induced PAR formation preincubated for 30 mins followed by H2O2 addition measured after 15 mins by immunocytochemical analysis,B,CHEMBL3606017,=,nM,560.0,CHEMBL3105,Homo sapiens,IC50,uM,0.56
1368,15685730,CHEMBL3607349,Inhibition of PARP1 in human HeLa cells assessed as reduction of H2O2-induced PAR formation preincubated for 30 mins followed by H2O2 addition measured after 15 mins by immunocytochemical analysis,B,CHEMBL3606018,=,nM,150.0,CHEMBL3105,Homo sapiens,IC50,uM,0.15
1369,15685731,CHEMBL3607349,Inhibition of PARP1 in human HeLa cells assessed as reduction of H2O2-induced PAR formation preincubated for 30 mins followed by H2O2 addition measured after 15 mins by immunocytochemical analysis,B,CHEMBL3605996,=,nM,1100.0,CHEMBL3105,Homo sapiens,IC50,uM,1.1
1370,15685732,CHEMBL3607349,Inhibition of PARP1 in human HeLa cells assessed as reduction of H2O2-induced PAR formation preincubated for 30 mins followed by H2O2 addition measured after 15 mins by immunocytochemical analysis,B,CHEMBL3605997,=,nM,9900.0,CHEMBL3105,Homo sapiens,IC50,uM,9.9
1371,15685733,CHEMBL3607349,Inhibition of PARP1 in human HeLa cells assessed as reduction of H2O2-induced PAR formation preincubated for 30 mins followed by H2O2 addition measured after 15 mins by immunocytochemical analysis,B,CHEMBL3605998,=,nM,110.0,CHEMBL3105,Homo sapiens,IC50,uM,0.11
1372,15685735,CHEMBL3607349,Inhibition of PARP1 in human HeLa cells assessed as reduction of H2O2-induced PAR formation preincubated for 30 mins followed by H2O2 addition measured after 15 mins by immunocytochemical analysis,B,CHEMBL3606001,=,nM,6000.0,CHEMBL3105,Homo sapiens,IC50,uM,6.0
1373,15685736,CHEMBL3607349,Inhibition of PARP1 in human HeLa cells assessed as reduction of H2O2-induced PAR formation preincubated for 30 mins followed by H2O2 addition measured after 15 mins by immunocytochemical analysis,B,CHEMBL3606003,=,nM,3000.0,CHEMBL3105,Homo sapiens,IC50,uM,3.0
1374,15685737,CHEMBL3607349,Inhibition of PARP1 in human HeLa cells assessed as reduction of H2O2-induced PAR formation preincubated for 30 mins followed by H2O2 addition measured after 15 mins by immunocytochemical analysis,B,CHEMBL3606005,=,nM,6600.0,CHEMBL3105,Homo sapiens,IC50,uM,6.6
1375,15685738,CHEMBL3607349,Inhibition of PARP1 in human HeLa cells assessed as reduction of H2O2-induced PAR formation preincubated for 30 mins followed by H2O2 addition measured after 15 mins by immunocytochemical analysis,B,CHEMBL3606006,=,nM,5400.0,CHEMBL3105,Homo sapiens,IC50,uM,5.4
1376,15685739,CHEMBL3607349,Inhibition of PARP1 in human HeLa cells assessed as reduction of H2O2-induced PAR formation preincubated for 30 mins followed by H2O2 addition measured after 15 mins by immunocytochemical analysis,B,CHEMBL3606007,=,nM,13400.0,CHEMBL3105,Homo sapiens,IC50,uM,13.4
1377,15685740,CHEMBL3607349,Inhibition of PARP1 in human HeLa cells assessed as reduction of H2O2-induced PAR formation preincubated for 30 mins followed by H2O2 addition measured after 15 mins by immunocytochemical analysis,B,CHEMBL3606008,=,nM,370.0,CHEMBL3105,Homo sapiens,IC50,uM,0.37
1378,15685741,CHEMBL3607349,Inhibition of PARP1 in human HeLa cells assessed as reduction of H2O2-induced PAR formation preincubated for 30 mins followed by H2O2 addition measured after 15 mins by immunocytochemical analysis,B,CHEMBL3606010,=,nM,1000.0,CHEMBL3105,Homo sapiens,IC50,uM,1.0
1379,15685742,CHEMBL3607349,Inhibition of PARP1 in human HeLa cells assessed as reduction of H2O2-induced PAR formation preincubated for 30 mins followed by H2O2 addition measured after 15 mins by immunocytochemical analysis,B,CHEMBL3606024,=,nM,90.0,CHEMBL3105,Homo sapiens,IC50,uM,0.09
1380,15685743,CHEMBL3607349,Inhibition of PARP1 in human HeLa cells assessed as reduction of H2O2-induced PAR formation preincubated for 30 mins followed by H2O2 addition measured after 15 mins by immunocytochemical analysis,B,CHEMBL3606021,=,nM,40.0,CHEMBL3105,Homo sapiens,IC50,uM,0.04
1381,15685744,CHEMBL3607349,Inhibition of PARP1 in human HeLa cells assessed as reduction of H2O2-induced PAR formation preincubated for 30 mins followed by H2O2 addition measured after 15 mins by immunocytochemical analysis,B,CHEMBL3606022,=,nM,1900.0,CHEMBL3105,Homo sapiens,IC50,uM,1.9
1382,15685745,CHEMBL3607349,Inhibition of PARP1 in human HeLa cells assessed as reduction of H2O2-induced PAR formation preincubated for 30 mins followed by H2O2 addition measured after 15 mins by immunocytochemical analysis,B,CHEMBL3606023,=,nM,500.0,CHEMBL3105,Homo sapiens,IC50,uM,0.5
1383,15721261,CHEMBL3619957,Inhibition of PARP1 (unknown origin),B,CHEMBL3617775,=,10'8nM,2.952,CHEMBL3105,Homo sapiens,IC50,10'8nM,2.952
1384,15721262,CHEMBL3619957,Inhibition of PARP1 (unknown origin),B,CHEMBL3617769,=,10'13nM,6.076,CHEMBL3105,Homo sapiens,IC50,10'13nM,6.076
1385,15721285,CHEMBL3619957,Inhibition of PARP1 (unknown origin),B,CHEMBL81977,=,nM,30000.0,CHEMBL3105,Homo sapiens,IC50,uM,30.0
1386,15721286,CHEMBL3619957,Inhibition of PARP1 (unknown origin),B,CHEMBL1140,=,nM,210000.0,CHEMBL3105,Homo sapiens,IC50,uM,210.0
1387,15721287,CHEMBL3619957,Inhibition of PARP1 (unknown origin),B,CHEMBL1173055,=,nM,0.8044,CHEMBL3105,Homo sapiens,IC50,nM,0.8044
1388,15721288,CHEMBL3619957,Inhibition of PARP1 (unknown origin),B,CHEMBL3617778,=,nM,35.44,CHEMBL3105,Homo sapiens,IC50,nM,35.44
1389,15721289,CHEMBL3619957,Inhibition of PARP1 (unknown origin),B,CHEMBL3617777,=,nM,465.4,CHEMBL3105,Homo sapiens,IC50,nM,465.4
1390,15721290,CHEMBL3619957,Inhibition of PARP1 (unknown origin),B,CHEMBL3617776,=,nM,137.6,CHEMBL3105,Homo sapiens,IC50,nM,137.6
1391,15721291,CHEMBL3619957,Inhibition of PARP1 (unknown origin),B,CHEMBL3617774,=,nM,2.416,CHEMBL3105,Homo sapiens,IC50,nM,2.416
1392,15721292,CHEMBL3619957,Inhibition of PARP1 (unknown origin),B,CHEMBL3617773,=,nM,3.501,CHEMBL3105,Homo sapiens,IC50,nM,3.501
